Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,85T,41T,46T,47T,72T,82T,83T,88T,90T,91T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,87T,35T,36T,37T,38T,39T,40T,57T,73T,58T,67T,75T,68T,69T,70T,76T,86T,92T,42T,44T,62T,63T,78T,89T,43T,80T,93T
2021_07_27,9.0,6,7.0,8,8.0,6,13.0,17.0,12.0,11,6.0,18.0,11.0,10.0,8,20,9.0,4.0,6.0,12.0,10.0,8.0,8.0,7.0,13.0,9.0,6.0,5.0,3.0,5.0,11.0,17.0,11,7.0,5.0,13.0,13.0,8.0,7.0,8,11.0,7,7,6.0,10.0,6.0,6.0,10.0,8.0,15.0,8.0,16.0,9.0,7.0,6.0,5.0,10.0,7.0,11.0,4.0,14.0,7.0,7.0,9,9.0,5.0,14.0,7.0,14.0,15,16,16,14.0,8.0,13.0,19.0,11.0
2021_07_28,10.0,6,7.0,9,7.0,5,13.0,16.0,10.0,10,6.0,19.0,11.0,7.0,5,19,8.0,4.0,5.0,13.0,9.0,8.0,10.0,9.0,11.0,9.0,11.0,7.0,5.0,5.0,9.0,15.0,12,7.0,4.0,10.0,12.0,7.0,9.0,9,12.0,6,6,8.0,10.0,7.0,5.0,10.0,7.0,13.0,7.0,16.0,11.0,7.0,6.0,5.0,9.0,6.0,10.0,4.0,14.0,6.0,8.0,8,8.0,5.0,9.0,7.0,13.0,14,14,14,14.0,7.0,12.0,15.0,8.0
2021_07_29,12.0,8,10.0,10,10.0,7,14.0,19.0,13.0,13,9.0,22.0,12.0,9.0,9,20,9.0,6.0,6.0,15.0,10.0,9.0,11.0,10.0,15.0,11.0,11.0,7.0,6.0,10.0,14.0,18.0,15,8.0,7.0,12.0,11.0,8.0,8.0,8,13.0,8,8,8.0,11.0,8.0,6.0,10.0,9.0,16.0,10.0,18.0,13.0,10.0,7.0,7.0,12.0,9.0,11.0,7.0,18.0,8.0,11.0,12,10.0,8.0,15.0,11.0,12.0,17,17,16,12.0,5.0,13.0,14.0,6.0
2021_07_30,15.0,10,10.0,13,12.0,10,15.0,20.0,16.0,17,10.0,21.0,14.0,10.0,11,22,11.0,7.0,8.0,20.0,17.0,11.0,12.0,11.0,16.0,11.0,11.0,8.0,8.0,11.0,13.0,18.0,15,9.0,9.0,13.0,15.0,11.0,11.0,9,11.0,7,6,8.0,12.0,7.0,10.0,12.0,10.0,16.0,8.0,19.0,11.0,12.0,7.0,9.0,12.0,10.0,7.0,5.0,18.0,8.0,11.0,12,12.0,7.0,16.0,11.0,11.0,12,9,11,8.0,5.0,14.0,14.0,7.0
2021_07_31,18.0,14,11.0,16,14.0,11,16.0,24.0,19.0,20,15.0,27.0,18.0,15.0,14,25,14.0,10.0,9.0,24.0,19.0,12.0,13.0,11.0,15.0,12.0,8.0,7.0,9.0,8.0,11.0,18.0,14,8.0,8.0,15.0,11.0,8.0,9.0,10,12.0,9,9,11.0,12.0,11.0,8.0,11.0,10.0,17.0,7.0,17.0,11.0,13.0,7.0,7.0,11.0,8.0,14.0,6.0,17.0,8.0,9.0,10,10.0,6.0,14.0,12.0,14.0,15,9,8,7.0,9.0,14.0,13.0,7.0
2021_08_01,14.0,11,10.0,12,10.0,9,15.0,18.0,14.0,15,11.0,18.0,16.0,10.0,12,23,12.0,7.0,7.0,16.0,14.0,9.0,12.0,8.0,13.0,11.0,10.0,7.0,9.0,10.0,8.0,16.0,13,7.0,8.0,14.0,13.0,11.0,8.0,11,15.0,9,9,10.0,12.0,10.0,7.0,12.0,10.0,18.0,11.0,18.0,10.0,12.0,7.0,7.0,12.0,8.0,14.0,4.0,17.0,10.0,9.0,11,10.0,5.0,16.0,12.0,11.5,11,8,9,8.0,9.0,14.0,13.0,8.0
2021_08_02,15.0,10,8.0,12,10.0,9,15.0,18.0,15.0,15,11.0,19.0,14.0,10.0,10,22,12.0,8.0,7.0,16.0,16.0,11.0,11.0,12.0,14.0,12.0,10.0,8.0,8.0,10.0,9.0,17.0,14,7.0,9.0,13.0,13.0,10.0,9.0,8,12.0,8,9,10.0,14.0,9.0,8.0,12.0,10.0,16.0,11.0,19.0,13.0,14.0,8.0,8.0,12.0,9.0,12.0,5.0,19.0,7.333333333333333,12.0,12,12.0,6.0,18.0,11.0,13.0,14,10,9,10.0,7.0,13.0,11.0,6.0
2021_08_03,11.0,9,9.0,10,8.0,10,14.0,18.0,13.0,13,9.0,16.666666666666668,13.0,8.0,9,21,12.0,6.0,7.0,15.0,11.0,10.0,10.0,9.0,14.0,12.0,10.0,8.0,6.0,8.0,9.0,17.0,14,9.0,10.0,14.0,14.0,10.0,11.0,8,11.0,6,6,7.0,12.0,7.0,6.0,11.0,9.0,16.0,13.0,17.0,9.0,14.0,8.0,8.0,12.0,6.0,9.0,5.0,20.0,8.0,10.0,12,9.0,8.0,18.0,12.0,14.0,14,10,10,9.0,7.0,14.0,14.0,9.0
2021_08_04,14.0,11,10.0,12,10.0,8,16.0,19.0,14.0,15,10.0,20.0,15.0,13.0,11,23,12.0,7.0,9.0,20.0,15.0,11.0,10.0,14.0,16.0,13.0,14.0,9.0,9.0,14.0,17.0,19.0,15,8.0,9.0,14.0,12.0,11.0,8.0,12,9.0,8,9,11.0,13.0,10.0,8.0,14.0,9.0,16.0,10.0,16.0,11.0,13.0,8.0,6.0,13.0,6.0,8.0,5.0,21.0,8.0,11.0,12,8.0,9.0,17.0,16.0,13.0,11,10,10,10.0,8.0,14.0,13.0,7.0
2021_08_05,15.0,11,10.0,13,11.0,10,16.0,20.0,15.0,15,11.0,22.0,15.0,13.0,12,24,13.0,8.0,9.0,20.0,14.0,12.0,11.0,11.0,13.0,13.0,12.0,10.0,9.0,11.0,18.0,22.0,15,12.0,10.0,15.0,16.0,14.0,15.0,11,13.0,9,11,10.0,13.0,8.0,9.0,14.0,11.0,21.0,12.0,14.0,9.0,15.0,7.0,7.0,14.0,8.0,11.0,6.0,22.0,10.0,10.0,14,10.0,7.0,20.0,17.0,13.0,13,12,12,11.0,9.0,14.0,14.0,8.0
2021_08_06,12.0,7,10.0,10,8.0,9,14.0,19.0,14.0,14,11.0,17.0,13.0,10.0,9,22,12.0,6.0,8.0,18.0,12.0,15.0,11.0,9.0,14.0,11.0,10.0,8.0,7.0,11.0,17.0,20.0,15,12.0,8.0,17.0,19.0,15.0,13.0,10,15.0,8,10,11.0,13.0,9.0,8.0,12.0,11.0,16.0,12.0,15.0,9.0,12.0,6.0,7.0,13.0,10.0,13.0,7.0,22.0,11.0,9.0,13,9.0,6.0,15.0,14.0,16.0,21,15,15,14.0,12.0,15.0,16.0,11.0
2021_08_07,12.0,7,9.0,11,10.0,9,14.0,16.0,13.0,12,9.0,19.0,12.0,9.0,8,20,11.0,7.0,9.0,15.0,11.0,14.0,12.0,14.0,18.0,15.0,10.0,6.0,7.0,12.0,14.0,19.0,15,7.0,9.0,18.0,14.0,12.0,10.0,10,13.0,7,8,7.0,12.0,7.0,7.0,12.0,10.0,11.25,10.0,15.0,12.0,12.0,7.0,7.0,11.0,9.0,12.0,6.0,20.0,13.0,10.0,12,9.0,8.333333333333334,11.083333333333334,14.0,14.0,18,16,17,15.0,17.0,14.0,15.0,14.0
2021_08_08,15.0,12,12.0,11,11.0,11,15.0,20.0,15.0,16,12.0,19.0,17.0,13.0,13,25,13.0,7.0,9.0,20.0,17.0,13.0,12.0,12.0,18.0,15.0,9.0,8.0,9.0,16.0,18.0,19.0,18,10.0,9.0,18.0,18.0,13.0,10.0,9,13.0,7,7,9.0,11.0,10.0,8.0,13.0,13.0,19.0,11.0,17.0,12.0,15.0,10.0,9.0,15.0,10.0,13.0,6.0,23.0,12.0,12.0,14,12.0,7.0,12.5625,14.0,14.0,13,12,12,9.0,14.0,12.0,15.0,11.0
2021_08_09,15.0,10,11.0,11,11.0,10,15.0,20.0,16.0,15,11.0,21.0,15.0,10.0,11,24,13.0,6.0,8.0,13.0,15.0,12.0,10.0,15.0,18.0,14.0,7.0,7.0,9.0,16.0,21.0,22.0,19,11.0,8.0,24.0,23.0,16.0,13.0,10,13.0,8,10,10.0,12.0,11.0,8.0,15.0,13.0,19.0,10.0,19.0,13.0,14.0,9.0,10.0,13.0,10.0,14.0,7.0,24.0,10.0,10.0,14,12.0,11.0,12.8125,15.0,13.0,15,8,11,9.0,14.0,12.0,12.0,10.0
2021_08_10,10.0,11,9.0,11,11.0,9,14.0,18.0,15.0,14,11.0,20.0,15.0,11.0,11,23,13.0,6.0,7.0,16.0,13.0,10.0,10.0,15.0,24.0,14.0,9.0,10.0,9.0,12.0,26.0,26.0,19,12.0,7.0,20.0,17.285714285714285,24.0,13.0,11,15.0,7,7,9.0,11.0,8.0,8.0,16.0,11.0,17.0,10.0,23.0,17.0,17.0,10.0,9.0,15.0,10.0,16.0,8.0,25.0,12.0,14.0,15,11.0,12.0,23.0,22.0,13.0,11,7,8,7.0,11.0,11.0,14.0,7.0
2021_08_11,11.0,5,7.0,8,7.0,6,13.0,15.0,12.0,10,7.0,15.0,11.0,7.0,8,19,9.0,5.0,8.0,15.0,8.0,10.0,8.0,9.0,14.0,10.5,12.0,9.0,7.0,12.0,28.0,21.0,15,12.0,8.0,8.0,12.714285714285714,15.0,10.0,7,11.0,7,7,8.0,9.0,6.0,8.0,12.0,7.0,12.0,5.0,19.0,14.0,14.0,8.0,9.0,13.0,9.0,11.0,7.0,26.0,9.0,14.0,17,9.0,12.0,26.0,26.0,12.0,14,7,10,14.0,8.0,14.0,12.0,5.0
2021_08_12,11.0,4,6.0,7,7.0,4,12.0,12.0,9.0,9,6.0,17.0,9.0,5.0,8,20,10.0,3.0,4.0,9.0,6.0,9.0,8.0,6.0,10.0,6.0,8.0,7.0,4.0,10.0,19.0,20.0,11,10.0,8.0,7.0,10.142857142857142,5.0,10.0,5,11.0,6,4,6.0,8.0,6.0,5.0,9.0,6.0,12.0,6.0,18.0,14.0,16.0,10.0,9.0,15.0,8.0,12.0,7.0,24.0,13.0,15.0,17,11.0,8.0,17.0,24.0,11.0,18,10,12,12.0,12.0,13.0,14.0,10.0
2021_08_13,9.0,4,7.0,6,7.0,4,13.0,15.0,11.0,10,6.0,17.0,9.0,7.0,7,18,9.0,5.0,5.0,15.0,8.0,7.0,5.0,7.0,12.0,9.0,7.0,5.0,4.0,7.0,13.0,17.0,11,9.0,8.0,8.0,5.0,6.0,9.0,7,11.0,6,5,6.0,9.0,4.0,5.0,10.0,6.0,12.0,5.0,15.0,10.0,12.0,9.0,7.0,10.0,9.0,12.0,6.0,17.0,12.0,8.0,12,10.0,5.0,10.0,13.0,13.0,18,10,13,13.0,12.0,12.0,12.0,10.0
2021_08_14,14.0,6,10.0,11,10.0,7,14.0,18.0,13.0,16,9.0,21.0,12.0,10.0,9,21,10.0,7.0,7.0,18.0,13.0,13.0,9.0,7.0,13.0,5.0,8.0,5.0,6.0,7.0,14.0,13.0,9,7.0,9.0,7.0,6.0,4.0,5.0,4,10.0,5,6,6.0,9.0,5.0,4.0,11.0,6.0,10.0,5.0,12.0,6.0,9.0,4.0,4.0,8.0,6.0,9.0,3.0,15.0,7.0,6.0,8,6.0,4.0,10.0,10.0,13.0,19,9,11,10.0,13.0,12.0,16.0,13.0
2021_08_15,11.0,5,7.0,6,7.0,5,13.0,15.0,10.0,10,6.0,17.0,9.0,10.0,7,18,9.0,5.0,5.0,13.0,7.0,9.0,8.0,6.0,10.0,6.0,8.0,5.0,5.0,7.0,12.0,14.0,10,6.0,9.0,7.0,5.0,5.0,5.0,6,12.0,7,5,8.0,9.0,6.0,7.0,13.0,6.0,11.0,5.0,12.0,6.0,8.0,3.0,4.0,8.0,5.0,7.0,5.0,14.0,6.0,6.0,7,6.0,4.0,7.0,9.0,12.0,17,11,13,12.0,10.0,11.0,10.0,9.0
2021_08_16,10.0,4,7.0,7,7.0,5,12.0,15.0,10.0,9,5.0,15.0,10.0,5.0,5,17,8.0,6.0,5.0,14.0,9.0,14.0,7.0,7.0,18.0,10.0,7.0,4.0,4.0,8.0,11.0,14.0,11,5.0,9.0,10.0,5.0,6.0,5.0,7,10.0,7,4,9.0,9.0,4.0,5.0,8.0,7.0,11.0,9.0,12.0,7.0,9.0,4.0,4.0,9.0,5.0,9.0,4.0,13.0,5.0,4.0,9,7.0,4.0,10.0,10.0,11.0,14,7,11,9.0,6.0,13.0,13.0,6.0
2021_08_17,17.0,14,11.0,13,12.0,11,16.0,19.0,17.0,19,14.0,24.0,19.0,13.0,13,26,16.0,12.0,9.0,18.0,19.0,13.0,12.0,9.0,28.0,10.0,10.0,7.0,7.0,11.0,13.0,19.0,14,7.0,8.0,18.0,9.0,11.0,7.0,12,19.0,8,8,12.0,11.0,14.0,9.0,15.0,10.0,20.0,11.0,13.0,9.0,10.0,5.0,5.0,9.0,5.0,8.0,5.0,17.0,8.0,9.0,7,7.0,5.0,12.0,8.0,12.0,14,10,11,9.0,9.0,14.0,11.0,7.0
2021_08_18,14.0,9,9.0,10,12.0,10,15.0,20.0,15.0,14,13.0,22.0,14.0,11.0,10,22,14.0,10.0,7.0,14.0,13.0,12.0,9.0,16.0,37.0,20.0,9.0,9.0,12.0,18.0,17.0,21.0,17,9.0,9.0,17.0,13.0,12.0,11.0,18,19.0,14,11,14.0,16.0,15.0,14.0,21.0,14.0,23.0,12.0,16.0,8.0,11.0,8.0,6.0,9.0,6.0,8.0,3.0,19.0,8.0,7.0,11,6.0,6.0,20.0,15.0,14.0,17,8,11,8.0,13.0,13.0,15.0,9.0
2021_08_19,14.0,10,11.0,12,12.0,10,15.0,20.0,17.0,15,13.0,22.0,16.0,12.0,12,24,15.0,11.0,9.0,19.0,13.0,14.0,10.0,16.0,27.0,22.0,11.0,10.0,8.0,18.0,18.0,22.0,17,9.0,9.0,11.0,13.0,12.0,13.0,20,20.0,16,12,15.0,17.0,20.0,13.0,20.0,15.0,24.0,11.0,14.0,9.0,12.0,7.0,5.0,11.0,5.0,8.0,4.0,17.0,8.0,9.0,11,7.0,9.0,20.0,17.0,16.0,16,10,11,11.0,17.0,13.0,12.0,8.0
2021_08_20,18.0,14,13.0,15,15.0,13,16.0,23.0,20.0,19,17.0,25.0,18.0,15.0,14,27,16.0,13.0,11.0,24.0,18.0,25.0,18.0,27.0,30.0,20.0,16.0,10.0,10.0,23.0,17.0,20.0,20,10.0,9.0,18.0,11.0,10.0,8.0,21,16.0,9,11,14.0,16.0,20.0,13.0,20.0,11.0,23.0,12.0,13.0,7.0,12.0,7.0,5.0,10.0,6.0,9.0,4.0,17.0,7.0,8.0,8,7.0,9.0,20.0,10.0,17.0,15,11,9,11.0,16.0,13.0,15.0,7.0
2021_08_21,13.0,11,11.0,13,11.0,10,15.0,17.0,17.0,14,13.0,25.0,15.0,10.0,9,21,15.0,10.0,10.0,17.0,9.0,16.0,17.0,19.0,27.0,18.0,17.0,14.0,8.0,20.0,19.0,23.0,21,12.0,10.0,13.0,16.0,12.0,12.0,13,15.0,7,8,9.0,15.0,16.0,14.0,17.0,8.0,16.0,13.0,15.0,9.0,13.0,7.0,7.0,13.0,9.0,11.0,5.0,18.0,9.0,14.0,13,9.0,10.0,25.0,17.0,16.0,17,7,9,9.0,12.0,12.0,12.0,7.0
2021_08_22,14.0,9,11.0,11,11.0,10,15.0,18.0,16.0,15,10.0,22.0,15.0,10.0,10,21,12.0,9.0,7.0,18.0,12.0,16.0,10.0,16.0,21.0,17.0,11.0,7.0,9.0,16.0,17.0,27.0,18,16.0,8.0,18.0,18.0,18.0,18.0,12,12.0,8,7,9.0,13.0,9.0,9.0,13.0,8.0,14.0,13.0,13.0,8.0,14.0,10.0,7.0,12.0,8.0,11.0,4.0,20.0,11.0,8.0,17,10.0,7.0,19.0,22.0,13.0,13,8,9,9.0,11.0,11.0,13.0,9.0
2021_08_23,13.0,9,9.0,8,8.0,7,14.0,17.0,13.0,13,8.0,18.0,12.0,9.0,7,20,14.0,8.0,5.0,15.0,13.0,9.0,7.0,11.0,21.0,15.0,7.0,8.0,7.0,9.0,18.0,24.0,17,16.0,7.0,13.0,14.0,20.0,21.0,10,13.0,7,6,7.0,12.25,6.0,7.0,13.0,9.0,18.0,9.0,15.0,9.0,13.0,7.0,6.0,11.0,9.0,13.0,4.0,21.0,10.0,8.0,15,10.0,6.0,20.0,14.0,12.0,14,11,10,9.0,10.0,11.0,11.0,8.0
2021_08_24,11.0,7,6.0,7,8.0,5,13.0,16.0,12.0,12,9.0,18.0,12.0,8.0,7,21,11.0,7.0,5.0,12.0,15.0,9.0,8.0,12.0,15.0,8.0,6.0,4.0,6.0,9.0,19.0,22.0,19,12.0,7.0,11.0,15.0,13.0,9.0,8,12.0,5,6,7.0,10.75,9.0,4.0,11.0,8.0,18.0,9.0,13.0,8.0,12.0,7.0,5.0,10.0,9.0,10.0,4.0,15.0,7.0,8.0,12,7.0,6.0,18.0,13.0,13.0,13,12,9,8.0,10.0,12.0,11.0,6.0
2021_08_25,14.0,8,11.0,10,11.0,7,15.0,22.0,14.0,16,11.75,23.0,13.0,9.0,9,20,12.0,8.0,6.0,16.0,14.0,15.0,6.0,6.0,18.0,8.0,8.0,6.0,5.0,5.0,15.0,19.0,14,6.0,7.0,9.0,9.0,6.0,11.0,7,9.0,5,6,4.0,10.75,6.0,6.0,10.0,5.0,9.0,8.0,11.0,7.0,11.0,5.0,5.0,9.0,7.0,12.0,4.0,15.0,6.0,6.0,7,8.0,6.0,14.0,9.0,12.0,15,7,8,8.0,7.0,12.0,12.0,7.0
2021_08_26,10.0,6,8.0,6,6.0,6,13.0,17.0,16.25,11,8.0,21.0,11.0,8.0,7,18,10.0,8.0,6.0,14.0,10.0,12.0,7.0,7.0,11.0,6.0,7.0,5.0,4.0,6.0,14.0,13.0,11,5.0,7.0,5.0,7.0,7.0,9.0,7,9.0,6,4,7.0,10.25,5.0,6.0,8.0,4.0,9.0,8.0,13.0,8.0,12.0,6.0,5.0,8.0,10.0,15.0,4.0,17.0,9.0,6.0,8,9.0,5.0,7.0,10.0,12.0,12,6,9,8.0,9.0,12.0,11.0,5.0
2021_08_27,15.0,8,8.0,13,11.0,8,14.0,17.0,16.0,17,11.0,23.0,15.0,8.0,10,23,12.0,9.0,8.0,15.0,13.0,12.0,8.0,7.0,15.0,5.0,9.0,5.0,6.0,4.0,10.0,12.0,10,4.0,6.0,6.0,7.0,5.0,4.0,5,9.0,5,5,6.0,10.25,5.0,5.0,7.0,4.0,10.0,8.0,13.0,7.0,12.0,5.0,5.0,11.0,9.0,10.0,4.0,17.0,8.0,6.0,9,9.0,5.0,7.0,9.0,13.0,18,9,12,9.0,10.0,14.0,14.0,10.0
2021_08_28,12.0,7,7.0,9,9.0,6,13.0,19.0,14.0,13,8.0,22.0,12.0,7.0,10,21,11.0,8.0,5.0,15.0,13.0,13.0,10.0,6.0,11.0,5.0,8.0,4.0,5.0,8.0,12.0,14.0,9,4.0,5.0,9.0,6.0,5.0,4.0,6,9.0,7,5,7.0,11.25,8.0,6.0,7.0,3.0,10.0,7.0,13.0,7.0,11.0,5.0,5.0,9.0,5.0,9.0,5.0,17.0,8.0,5.0,8,7.0,4.0,7.0,7.0,15.0,21,14,14,13.0,16.0,16.0,14.0,10.0
2021_08_29,10.0,4,5.0,7,7.0,5,12.0,13.0,9.0,9,7.0,18.0,8.0,5.0,4,15,11.0,5.0,5.0,7.0,7.0,11.0,9.0,6.0,11.0,6.0,10.0,7.0,5.0,7.0,11.0,15.0,13,5.0,7.0,8.0,6.0,5.0,6.0,6,9.0,6,5,8.0,12.75,5.0,5.0,8.0,5.0,12.0,8.0,11.0,6.0,9.0,4.0,4.0,8.0,7.0,9.0,4.0,15.0,7.0,6.0,8,9.0,5.0,7.0,7.0,13.0,20,12,13,12.0,14.0,15.0,16.0,14.0
2021_08_30,12.0,7,11.0,12,10.0,8,16.0,17.0,15.0,14,16.0,25.0,11.0,6.0,9,21,14.0,10.0,9.0,12.0,8.0,13.5,12.0,11.0,22.0,14.0,8.0,9.0,5.0,12.0,16.0,14.0,14,5.0,7.0,9.0,7.0,6.0,5.0,5,10.0,6,5,7.0,12.25,7.0,10.0,12.0,5.0,16.0,11.0,13.0,8.0,12.0,5.0,5.0,9.25,9.0,12.0,5.0,16.0,9.0,8.0,8,10.0,6.0,6.0,8.0,13.0,18,13,10,8.0,11.0,15.0,14.0,11.0
2021_08_31,12.0,12,11.0,15,12.0,12,17.0,19.0,17.0,14,18.0,27.0,16.0,14.0,11,24,15.0,15.0,12.0,21.0,17.0,14.0,14.0,16.0,22.0,17.0,9.0,9.0,8.0,20.0,12.0,16.0,14,5.0,5.0,7.0,8.0,7.0,5.0,10,10.0,6,8,8.0,11.5,8.0,8.0,13.0,8.0,18.0,10.0,14.0,9.0,12.0,5.0,5.0,10.0,10.5,11.0,5.0,17.0,8.0,8.0,9,11.0,6.0,9.0,10.0,14.0,15,9,10,11.0,14.0,13.0,12.0,7.0
2021_09_01,19.0,18,12.0,17,18.0,14,17.0,21.0,23.0,22,21.0,29.0,23.0,17.0,13,27,16.0,14.0,13.0,21.0,22.0,18.0,12.0,13.0,22.0,15.0,10.0,4.0,8.0,9.0,12.0,15.0,12,5.0,4.0,8.0,8.0,4.0,3.0,10,10.0,6,5,9.0,11.0,8.0,11.0,14.0,6.0,16.0,9.0,17.0,11.0,14.0,5.0,4.0,9.0,11.0,13.0,5.0,16.0,6.0,11.0,7,7.0,5.0,7.0,8.0,13.0,19,12,14,11.0,16.0,13.0,12.0,10.0
2021_09_02,14.0,12,10.0,11,13.0,10,15.0,23.0,16.0,16,14.0,27.0,14.0,13.0,12,23,15.0,8.0,7.0,14.0,18.0,9.0,12.0,10.0,20.0,15.0,9.0,6.0,7.0,11.0,14.0,18.0,13,5.0,7.0,10.0,5.0,4.0,4.0,10,13.0,8,6,9.0,9.0,7.0,8.0,16.0,6.0,18.0,10.0,17.0,13.0,13.0,4.0,5.0,11.0,8.0,11.0,5.0,16.0,7.0,12.0,10,8.0,7.0,8.0,10.0,12.0,18,8,11,9.0,12.0,13.0,12.0,6.0
2021_09_03,11.0,7,7.0,8,8.0,5,13.0,17.0,12.0,12,9.0,20.0,9.0,7.0,8,20,13.0,5.0,5.0,15.0,11.0,10.5,6.0,8.0,16.0,11.0,6.0,4.0,5.0,4.0,9.5,17.0,15,6.0,8.0,7.0,5.0,7.0,7.0,8,11.0,5,6,6.0,8.0,8.0,6.0,7.0,6.0,13.0,8.0,17.0,12.0,10.0,6.0,6.0,10.0,9.0,12.0,4.0,16.0,6.0,8.0,9,9.0,4.0,6.0,10.0,14.0,22,9,12,9.0,12.0,15.0,12.0,8.0
2021_09_04,13.0,8,8.0,10,8.0,6,14.0,19.0,14.0,14,9.0,22.0,12.0,9.0,9,21,13.0,9.0,7.0,16.0,13.0,11.5,8.0,11.0,13.0,11.0,10.0,6.0,5.0,4.0,11.5,14.0,13,6.0,8.0,8.0,6.0,6.0,7.0,8,11.0,5,6,13.5,9.0,6.0,6.0,11.0,6.0,16.0,9.0,11.0,6.0,9.0,4.0,4.0,8.0,9.0,13.0,4.0,15.0,6.0,6.0,6,6.0,4.0,5.0,8.0,15.0,23,13,17,13.0,17.0,15.0,19.0,14.0
2021_09_05,16.0,11,11.0,13,12.0,10,15.0,22.0,17.0,17,13.0,26.0,16.0,9.0,11,23,13.0,10.0,7.0,16.0,12.0,11.5,10.0,11.0,10.0,7.0,10.0,4.0,6.0,3.0,13.0,14.0,21,5.0,10.0,7.0,6.0,6.0,5.0,10,13.0,7,6,11.5,8.0,7.0,5.0,9.0,6.0,14.0,9.0,13.0,7.0,11.0,5.0,4.0,8.0,7.0,13.0,3.0,19.0,7.0,8.0,7,7.0,6.0,4.0,7.0,15.0,23,17,17,16.0,17.0,17.0,16.0,14.0
2021_09_06,16.0,12,13.0,13,12.0,10,16.0,21.0,17.0,17,18.0,25.0,14.0,11.0,12,26,18.0,11.0,11.0,16.0,13.0,11.0,12.0,12.0,21.0,10.0,9.0,7.0,8.0,6.0,12.0,14.0,16,6.0,9.0,9.0,6.0,6.0,5.0,13,14.0,10,6,8.0,11.0,9.0,9.0,15.0,8.0,13.0,8.0,13.0,7.0,11.0,4.0,5.0,9.0,5.0,10.0,5.0,19.0,6.0,5.0,10,8.0,8.0,7.0,10.0,16.0,22,21,18,15.0,19.0,16.0,20.0,15.0
2021_09_07,18.0,13,11.0,14,12.0,11,16.0,20.0,17.0,19,20.0,27.0,16.0,13.0,14,28,19.0,11.0,9.0,19.5,19.0,11.0,13.0,8.0,15.0,12.0,7.0,5.0,6.0,8.0,10.0,17.0,11,6.0,9.0,8.0,11.0,10.0,7.0,11,12.0,8,8,10.0,12.0,8.0,9.0,15.0,9.0,15.0,11.0,12.0,6.0,11.0,5.0,5.0,11.0,7.0,10.0,5.0,16.0,6.0,5.0,9,9.0,7.0,7.0,8.0,15.0,20,17,16,16.0,18.0,16.0,17.0,14.0
2021_09_08,13.0,10,8.0,9,8.0,8,14.0,17.0,15.0,13,15.0,21.0,18.5,12.0,10,23,15.0,6.0,7.0,23.0,15.0,9.0,8.0,8.0,16.0,12.0,6.0,5.0,5.0,5.0,19.0,18.0,10,6.0,8.0,6.0,9.0,10.0,10.0,9,11.0,7,6,6.0,10.0,11.0,11.0,12.0,5.0,12.0,8.0,14.0,8.0,11.0,7.0,5.0,10.0,10.0,11.0,5.0,16.0,10.0,15.0,7,12.0,6.0,9.0,9.0,15.0,16,14,12,11.0,14.0,13.0,7.0,8.0
2021_09_09,13.0,8,9.0,11,11.0,7,15.0,19.0,15.0,14,12.0,24.0,20.5,8.0,9,21,12.0,8.0,9.0,20.5,7.0,18.0,9.0,9.0,16.0,7.0,9.0,5.0,5.0,9.0,12.0,13.0,10,4.0,9.0,6.0,7.0,5.0,3.0,11,13.0,10,7,8.0,12.0,9.0,9.0,13.0,5.0,14.0,8.0,14.0,9.0,9.0,4.0,5.0,8.0,8.0,11.0,6.0,14.0,7.0,6.0,5,7.0,8.0,4.0,7.0,11.0,11,6,7,7.0,7.0,15.0,8.0,6.0
2021_09_10,10.0,6,6.0,10,9.0,7,12.0,17.0,14.0,12,9.0,23.0,13.0,8.0,10,20,10.0,9.0,9.0,20.5,13.0,16.0,11.0,8.0,16.0,6.0,12.0,6.0,6.0,9.0,9.0,14.0,9,4.0,9.0,7.0,10.0,5.0,5.0,5,9.0,6,5,7.0,9.0,6.0,7.0,7.0,5.0,12.0,8.0,11.0,5.0,9.0,4.0,4.0,9.0,6.0,8.0,5.0,14.0,7.0,5.0,6,6.0,7.0,4.0,6.875,13.0,17,9,9,9.0,9.0,13.0,13.0,8.0
2021_09_11,15.0,8,12.0,9,9.0,8,13.0,20.0,13.0,15,14.0,18.0,12.0,7.0,9,21,14.0,8.0,7.0,18.0,14.0,12.0,11.0,6.0,12.0,7.0,7.0,5.0,6.0,6.0,11.0,20.333333333333332,13,4.0,9.0,9.0,10.0,6.0,5.0,8,10.0,5,6,7.0,8.0,9.0,5.0,9.0,8.0,14.0,7.0,12.0,6.0,7.0,4.0,4.0,7.0,10.0,12.0,4.0,16.0,6.0,4.0,6,6.0,6.0,4.0,7.125,13.0,15,13,13,12.0,11.0,13.0,10.0,9.0
