Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,85T,99T,100T,46T,47T,72T,82T,83T,88T,90T,91T,101T,102T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,87T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T,76T,86T,92T,94T,95T,96T,97T,98T,42T,43T,44T,62T,63T,78T,80T,89T,93T
2022_01_01,23.0,21.0,17.0,20.0,20.0,16.0,19.0,23.0,24.0,23.0,27.0,29.0,23.0,18.0,17,30,22.0,20,16,21.0,32.0,20.0,27.0,15,18.0,14.0,29.0,26.0,24.0,21,,,20.0,16.0,16.0,5.0,12,14.0,18,11.0,,,14.0,16,18.0,20.0,17.0,16.0,15.0,16.0,18.0,15.0,20.0,13,28.0,26,21.0,19.0,11.0,18.0,16.0,28.0,32.0,22,23.0,13.0,25.0,26.0,22.0,27.0,15,21.0,,,,,,13.0,15.0,17.0,18.0,17.0,9.0,8.0,15,13.0
2022_01_02,24.0,24.0,20.0,19.0,20.0,17.0,21.0,24.0,24.0,25.0,27.0,28.0,22.0,17.0,16,32,22.0,20,17,20.0,28.0,20.0,24.0,18,17.0,19.0,27.0,24.0,24.0,21,,,26.0,22.0,17.0,8.0,12,17.0,15,13.0,,,15.0,15,17.0,20.0,19.0,19.0,15.0,18.0,16.0,17.0,23.0,15,22.0,21,21.0,15.0,11.0,18.0,17.0,20.0,23.0,18,23.0,13.0,21.0,18.0,18.0,20.0,18,20.0,,,,,,13.0,15.0,16.0,20.0,20.0,10.0,10.0,11,13.0
2022_01_03,27.0,27.0,22.0,23.0,22.0,21.0,24.0,31.0,27.0,28.0,32.0,30.0,27.0,20.0,19,33,25.0,23,20,27.0,34.0,23.0,34.0,20,21.0,17.0,31.0,27.0,30.0,22,,,30.0,19.0,20.0,13.0,12,23.0,16,15.0,,,19.0,24,21.0,22.0,23.0,19.0,15.0,21.0,18.0,15.0,22.0,13,23.0,17,24.0,19.0,13.0,22.0,25.0,18.0,19.0,16,26.0,14.0,25.0,26.0,21.0,26.0,24,24.0,,,,,,14.0,14.0,14.0,17.0,18.0,10.0,9.0,14,11.0
2022_01_04,34.0,33.0,29.0,29.0,29.0,27.0,27.0,37.0,35.0,35.0,40.0,40.0,32.0,28.0,26,44,30.0,31,29,32.0,43.0,30.0,37.0,23,28.0,22.0,30.0,29.0,27.0,31,,,35.0,26.0,28.0,12.0,15,22.0,18,23.0,,,23.0,28,23.0,24.0,29.0,21.0,20.0,23.0,24.0,18.0,27.0,13,23.0,19,27.0,22.0,17.0,23.0,32.0,21.0,25.0,16,25.0,15.0,26.0,26.0,25.0,30.0,31,24.0,,,,,,14.0,13.0,15.0,18.0,19.0,10.0,9.0,11,10.0
2022_01_05,43.0,43.0,29.0,25.0,33.0,31.0,31.0,45.0,43.0,45.0,41.0,50.0,47.0,41.0,35,50,33.0,33,32,36.0,44.0,32.0,43.0,27,42.0,24.0,39.0,33.0,36.0,37,,,44.0,38.0,31.0,15.0,21,34.0,22,25.0,,,30.0,31,31.0,30.0,30.0,30.0,23.0,29.0,27.0,27.0,30.0,15,22.0,16,26.0,26.0,19.0,24.0,34.0,23.0,21.0,14,25.0,18.0,30.0,29.0,28.0,32.0,34,30.0,,,,,,19.0,17.0,13.0,15.0,16.0,11.0,8.0,12,14.0
2022_01_06,44.0,45.0,36.0,35.0,34.0,31.0,34.0,51.0,40.0,45.0,46.0,46.0,43.0,46.0,39,53,44.0,37,37,51.0,58.0,42.0,50.0,34,48.0,38.0,42.0,40.0,36.0,44,,,53.0,35.0,31.0,16.0,16,20.0,23,34.0,,,34.0,42,30.0,33.0,40.0,29.0,28.0,37.0,34.0,31.0,35.0,20,18.0,16,25.0,21.0,17.0,23.0,34.0,22.0,24.0,17,27.0,23.0,28.0,31.0,29.0,28.0,35,34.0,,,,,,20.0,20.0,16.0,19.0,18.0,11.0,10.0,21,13.0
2022_01_07,50.0,49.0,39.0,40.0,40.0,33.0,40.0,54.0,45.0,50.0,44.0,52.0,49.0,39.0,39,52,37.0,37,33,56.0,56.0,40.0,59.0,36,40.0,37.0,54.0,43.0,42.0,47,,,39.0,32.0,28.0,11.0,14,12.0,14,18.0,,,36.0,40,27.0,29.0,35.0,38.0,35.0,38.0,36.0,29.0,30.0,21,23.0,16,28.0,26.0,22.0,26.0,34.0,24.0,23.0,17,30.0,20.0,28.0,34.0,30.0,27.0,45,38.0,,,,,,17.0,16.0,12.0,17.0,17.0,12.0,7.0,19,
2022_01_08,36.0,39.0,28.0,27.0,31.0,27.0,29.0,41.0,34.0,37.0,36.0,40.0,38.0,35.0,29,44,36.0,32,31,47.0,44.0,37.0,45.0,36,39.0,33.0,43.0,38.0,37.0,44,,,39.0,29.0,26.0,12.0,19,21.0,18,22.0,,,39.0,40,34.0,33.0,36.0,31.0,26.0,39.0,27.0,27.0,34.0,17,26.0,21,30.0,24.0,23.0,27.0,33.0,25.0,23.0,14,32.0,21.0,32.0,38.0,31.0,37.6,42,45.0,,,,,,15.0,13.0,13.0,17.0,18.0,7.0,9.0,20,11.0
2022_01_09,44.0,43.0,36.0,36.0,36.0,32.0,35.0,51.0,40.0,45.0,45.0,47.0,45.0,41.0,37,46,36.0,39,36,49.0,48.0,41.0,49.0,40,46.0,34.0,42.0,39.0,44.0,38,,,45.0,38.0,30.0,17.0,16,23.0,20,33.0,,,34.0,38,32.0,31.0,36.0,32.0,23.0,33.0,35.0,31.0,38.0,19,20.0,18,34.0,26.0,25.0,27.0,35.0,22.0,18.0,14,33.0,21.0,30.0,33.0,28.0,36.0,45,42.0,,,,,,15.0,18.0,17.0,18.0,18.0,11.0,8.0,18,10.0
2022_01_10,45.0,49.0,33.0,37.0,35.0,33.0,34.0,53.0,43.0,46.0,46.0,47.0,47.0,36.0,39,48,39.0,36,35,46.0,42.0,44.0,43.0,45,63.0,39.0,41.0,40.0,38.0,48,,,45.0,39.0,33.0,19.0,21,32.0,28,45.0,,,42.0,38,36.0,31.0,42.0,38.0,32.0,39.0,34.0,31.0,34.0,25,20.0,19,33.0,24.0,23.0,28.0,41.0,25.0,20.0,16,31.0,23.0,30.0,36.0,28.0,39.0,43,45.0,,,,,,19.0,19.0,21.0,23.0,24.0,12.0,11.0,24,12.0
2022_01_11,33.0,37.0,28.0,32.0,36.0,24.0,28.0,41.0,34.0,34.0,40.0,40.0,43.0,33.0,31,42,33.0,34,32,41.0,35.0,46.0,42.0,39,63.0,43.0,35.0,42.0,29.0,41,,,53.0,32.0,39.0,15.0,25,15.0,21,46.0,,,42.0,46,35.0,35.0,46.0,36.0,41.0,38.0,47.0,28.0,41.0,21,20.0,17,35.0,31.0,26.0,31.0,49.0,29.0,23.0,15,31.0,24.0,33.0,38.0,33.0,37.0,46,44.0,,,,,,17.0,17.0,19.0,20.0,22.0,13.0,11.0,20,13.0
2022_01_12,31.0,35.0,29.0,31.0,34.0,24.0,29.0,40.0,35.0,29.0,41.0,40.0,37.0,38.0,29,41,34.0,31,30,41.0,35.0,48.0,36.0,36,57.0,41.0,46.0,45.0,26.0,42,,,32.0,31.0,34.0,16.0,20,20.0,15,30.0,,,35.0,26,20.0,27.0,23.0,28.0,25.0,33.0,42.0,30.0,38.0,20,30.0,24,40.0,37.0,35.0,38.0,40.0,33.0,34.0,18,36.0,29.0,35.0,44.0,38.0,42.0,41,46.0,,,,,,15.0,13.0,13.0,21.0,19.0,11.0,9.0,19,9.0
2022_01_13,28.0,30.0,27.0,30.0,26.0,23.0,26.0,34.0,30.0,29.0,34.0,42.0,31.0,42.0,24,38,28.0,28,26,36.0,29.0,41.0,38.0,30,55.0,39.0,40.0,48.0,22.0,40,,,49.0,40.0,37.0,31.0,17,15.0,16,34.0,,,22.0,20,19.0,20.0,22.0,23.0,22.0,27.0,31.0,30.0,31.0,17,33.0,30,45.0,35.0,31.0,37.0,42.0,36.0,33.0,22,41.0,30.0,44.0,39.0,47.0,45.0,39,46.0,,,,,,16.0,15.0,14.0,24.0,21.0,12.0,9.0,25,10.0
2022_01_14,25.0,29.0,24.0,24.0,26.0,19.0,26.0,36.0,29.0,25.0,30.0,36.0,30.0,37.0,24,39,29.0,23,22,36.0,25.0,29.0,28.0,29,48.0,40.0,34.0,44.0,16.0,29,,,31.0,29.0,32.0,26.0,23,22.0,15,19.0,,,25.0,27,22.0,24.0,25.0,29.0,23.0,32.0,41.0,31.0,36.0,19,34.0,28,36.0,33.0,34.0,34.0,33.0,36.0,44.0,24,40.0,31.0,45.0,45.0,43.0,39.0,35,,,,,,,19.0,16.0,16.0,23.0,20.0,12.0,11.0,24,11.0
2022_01_15,29.0,33.0,28.0,29.0,29.0,23.0,27.0,38.0,33.0,29.0,35.0,36.0,35.0,43.0,28,43,32.0,29,30,34.0,32.0,42.0,37.0,34,62.0,44.0,41.0,43.0,21.0,38,,,48.0,40.0,33.0,32.0,29,27.0,24,36.0,,,28.0,35,28.0,26.0,30.0,32.0,27.0,36.0,47.0,40.0,38.0,21,35.0,30,37.0,31.0,31.0,34.0,40.0,32.0,32.0,26,38.0,24.0,41.0,38.0,43.0,40.0,38,43.0,,,,,,18.0,16.0,15.0,21.0,24.0,10.0,12.0,24,10.0
2022_01_16,32.0,35.0,30.0,31.0,33.0,26.0,31.0,37.0,36.0,32.0,40.0,40.0,37.0,39.0,25,39,33.0,31,30,38.0,30.0,43.0,35.0,36,62.0,41.0,45.0,42.0,26.0,35,,,44.0,48.0,41.0,29.0,32,21.0,21,37.0,,,36.0,40,31.0,32.0,33.0,29.0,28.0,32.0,58.0,43.0,52.0,28,23.0,17,40.0,33.0,32.0,34.0,43.0,12.0,15.0,16,39.0,20.0,28.0,42.0,22.0,35.0,45,46.0,,,,,,14.0,15.0,16.0,19.0,20.0,12.0,10.0,25,11.0
2022_01_17,44.0,45.0,39.0,43.0,41.0,36.0,40.0,56.0,45.0,43.0,50.0,51.0,48.0,51.0,42,54,43.0,44,47,48.0,50.0,54.0,49.0,45,67.0,51.0,46.0,44.0,39.0,47,,,45.0,43.0,36.0,31.0,25,11.0,17,33.0,,,42.0,36,38.0,42.0,43.0,41.0,35.0,52.0,65.0,45.0,46.0,31,17.0,10,23.0,15.0,13.0,22.0,51.0,7.0,13.0,13,23.0,11.0,18.0,21.0,12.0,36.0,61,33.0,,,,,,17.0,17.0,18.0,19.0,21.0,11.0,11.0,24,12.0
2022_01_18,39.0,45.0,36.0,38.0,39.0,35.0,37.0,51.0,39.0,38.0,41.0,42.0,46.0,46.0,37,52,40.0,35,31,46.0,53.0,40.0,55.0,46,48.0,35.0,56.0,47.0,52.0,50,,,26.0,26.0,20.0,20.0,9,8.0,7,13.0,,,44.0,47,41.0,39.0,46.0,42.0,41.0,46.0,35.0,46.0,31.0,24,24.0,14,22.0,16.0,12.0,21.0,39.0,11.0,13.0,14,22.0,13.0,19.0,25.0,17.0,42.0,46,,,,,,,20.0,20.0,20.0,21.0,21.0,15.0,12.0,25,14.0
2022_01_19,22.0,29.0,22.0,23.0,26.0,20.0,24.0,32.0,28.0,24.0,29.0,30.0,31.0,28.0,24,37,29.0,24,21,32.0,35.0,29.0,34.0,22,40.0,25.0,50.0,41.0,39.0,26,,,28.0,19.0,24.0,25.0,7,19.0,12,13.0,,,32.0,41,28.0,34.0,38.0,30.0,25.0,37.0,29.0,23.0,24.0,18,29.0,19,26.0,20.0,18.0,24.0,24.0,10.0,16.0,19,22.0,11.0,27.0,29.0,17.0,32.0,30,,,,,,,21.0,22.0,16.0,22.0,19.0,13.0,11.0,20,12.0
2022_01_20,30.0,33.0,28.0,30.0,30.0,25.0,28.0,39.0,33.0,29.0,34.0,41.0,34.0,31.0,27,38,31.0,33,27,36.0,35.0,32.0,43.0,38,48.0,30.0,48.0,42.0,38.0,32,,,32.0,28.0,30.0,36.0,17,27.0,18,17.0,,,26.0,35,22.0,26.0,29.0,28.0,27.0,42.0,29.0,34.0,33.0,20,25.0,15,18.0,17.0,48.333333333333336,20.0,27.0,16.0,18.0,18,22.0,13.0,23.0,27.0,18.0,35.0,39,31.0,,,,,,20.0,18.0,15.0,20.0,19.0,11.0,11.0,19,10.0
2022_01_21,16.0,19.0,14.0,15.0,16.0,11.0,17.0,25.0,20.0,16.0,16.0,31.0,19.0,12.0,11,24,19.0,16,14,16.0,12.0,21.0,15.0,22,44.0,26.0,15.0,19.0,9.0,25,,,40.0,36.0,39.0,42.0,32,34.0,21,26.0,,,16.0,22,12.0,15.0,13.0,19.0,13.0,18.0,23.0,39.0,36.0,17,24.0,17,20.0,17.0,47.666666666666664,23.0,24.0,19.0,24.0,17,27.0,17.0,20.0,29.0,22.0,21.0,31,38.0,,,,,,16.0,14.0,13.0,19.0,18.0,15.0,10.0,17,8.0
2022_01_22,14.0,16.0,12.0,12.0,16.0,9.0,16.0,24.0,15.0,14.0,14.0,28.0,17.0,10.0,12,23,17.0,14,12,16.0,10.0,22.0,11.0,18,48.0,22.0,15.0,18.0,8.0,14,,,51.0,32.0,27.0,63.0,43,47.0,33,31.0,,,17.0,23,11.0,15.0,13.0,16.0,14.0,14.0,22.0,35.0,38.0,14,19.0,12,20.0,16.0,14.0,19.0,18.0,17.0,19.0,14,24.0,15.0,18.0,27.0,22.0,19.0,24,,,,,,,16.0,14.0,15.0,18.0,18.0,13.0,11.0,13,11.0
2022_01_23,16.0,20.0,17.0,17.0,18.0,10.0,17.0,23.0,19.0,15.0,20.0,27.0,20.0,43.0,13,26,18.0,15,16,17.0,13.0,58.0,18.0,18,47.0,17.0,16.0,19.0,10.0,14,,,45.0,27.0,19.0,51.0,36,33.0,24,26.0,,,9.0,18,9.0,13.0,12.0,13.0,9.0,14.0,14.0,22.0,22.0,11,21.0,16,21.0,13.0,12.0,19.0,17.0,16.0,19.0,17,27.0,15.0,26.0,21.0,20.0,25.0,23,,,,,,,18.0,16.0,21.0,18.0,20.0,13.0,20.0,19,17.0
2022_01_24,19.0,24.0,20.0,21.0,22.0,18.0,22.0,30.0,23.0,20.0,27.0,29.0,22.0,16.0,15,28,25.0,22,20,24.0,14.0,29.0,19.0,30,56.8,23.0,20.0,24.0,10.0,18,,,48.0,34.0,20.0,68.0,28,41.0,28,34.0,,,14.0,23,13.0,19.0,16.0,18.0,14.0,21.0,21.0,23.0,34.0,11,24.0,19,22.0,17.0,13.0,21.0,26.0,17.0,28.0,22,26.0,16.0,41.0,29.0,26.0,28.0,25,,,,,,,19.0,14.0,22.0,18.0,21.0,14.0,21.0,19,13.0
2022_01_25,26.0,26.0,21.0,24.0,22.0,19.0,22.0,32.0,28.0,24.0,29.0,34.0,28.0,23.0,18,33,26.0,25,23,29.0,25.0,31.0,23.0,29,56.4,30.0,25.0,27.0,15.0,30,,,53.0,40.0,26.0,63.0,35,42.0,30,39.0,,,21.0,24,17.0,21.0,20.0,23.0,24.0,26.0,48.0,36.0,49.0,13,22.0,15,27.0,21.0,16.0,24.0,35.0,14.0,25.0,19,27.0,17.0,29.0,31.0,32.0,26.0,28,,,,,,,20.0,16.0,23.0,24.0,24.0,13.0,24.0,20,13.0
2022_01_26,20.0,24.0,21.0,25.0,17.0,19.0,22.0,33.0,23.0,20.0,30.0,35.0,22.0,16.0,16,27,21.0,29,28,25.0,15.0,37.0,23.0,37,59.0,34.0,28.0,35.0,15.0,32,,,51.0,41.0,26.0,82.0,35,35.0,26,37.0,,,23.0,24,15.0,22.0,20.0,19.0,16.0,22.0,50.0,37.0,44.0,19,22.0,18,33.0,22.0,20.0,24.0,34.0,14.0,23.0,16,29.0,17.0,35.0,31.0,30.0,30.0,31,32.0,,,,,,22.666666666666668,16.0,19.0,23.0,24.0,17.0,25.0,21,14.0
2022_01_27,27.0,29.0,23.0,28.0,23.0,22.0,26.0,31.0,29.0,28.0,33.0,39.0,28.0,20.0,19,30,26.0,25,28,26.0,16.0,32.0,22.0,34,54.0,33.0,26.0,35.0,13.0,27,,,59.0,50.0,36.0,83.0,40,34.0,28,41.0,,,28.0,25,20.0,23.0,22.0,23.0,17.0,21.0,34.0,36.0,48.0,20,23.0,20,30.0,21.0,16.0,25.0,41.0,14.0,25.0,18,30.0,17.0,39.0,35.0,34.0,35.0,35,43.0,,,,,,19.0,20.0,18.0,23.0,25.0,14.0,21.0,26,15.0
2022_01_28,26.0,28.0,26.0,26.0,24.0,21.0,26.0,39.0,27.0,24.0,31.0,39.0,26.0,20.0,20,30,26.0,27,28,30.0,24.0,41.0,24.0,38,75.0,39.0,32.0,31.0,18.0,36,,,48.0,54.0,42.0,67.0,35,36.0,24,48.0,,,30.0,35,24.0,29.0,29.0,25.0,22.0,25.0,41.0,41.0,48.0,18,22.0,18,30.0,25.0,17.0,23.0,45.0,14.0,25.0,18,33.0,20.0,31.0,45.0,33.0,37.0,52,44.0,,,,,,22.0,21.0,21.0,25.0,26.0,15.0,10.0,26,16.0
2022_01_29,24.0,25.0,22.0,23.0,25.0,19.0,23.0,35.0,26.0,24.0,27.0,36.0,27.0,20.0,20,30,25.0,21,22,30.0,20.0,32.0,22.0,28,68.0,29.0,29.0,32.0,18.0,30,,,55.0,46.0,34.0,99.0,58,41.0,39,42.0,,,28.0,22,18.0,28.0,19.0,24.0,21.0,25.0,43.0,31.0,41.0,21,21.0,14,26.0,20.0,18.0,20.0,41.0,15.0,25.0,19,35.0,19.0,33.0,43.0,30.0,32.0,42,43.0,,,,,,23.666666666666668,20.0,25.0,23.0,26.0,20.0,14.0,24,20.0
2022_01_30,22.0,23.0,18.0,20.0,19.0,17.0,19.0,26.0,24.0,22.0,20.0,28.0,24.0,18.0,17,30,23.0,19,18,24.0,20.0,20.0,21.0,24,47.0,22.0,26.0,30.0,14.0,25,,,46.0,37.0,23.0,90.0,60,26.0,29,38.0,,,25.0,18,15.0,20.0,19.0,21.0,20.0,22.0,30.0,24.0,32.0,18,24.0,18,30.0,24.0,25.0,25.0,17.0,22.0,26.0,24,39.0,25.0,27.0,38.0,45.0,39.0,29,35.0,,,,,,23.333333333333332,17.0,26.0,23.0,24.0,17.0,21.0,23,19.0
2022_01_31,20.0,17.0,15.0,14.0,19.0,15.0,17.0,31.0,21.0,20.0,19.0,26.0,21.0,18.0,14,26,19.0,18,17,23.0,19.0,23.0,20.0,23,39.0,18.0,24.0,30.0,13.0,24,,,43.0,26.0,31.0,38.0,36,16.0,15,29.0,,,21.0,21,14.0,16.0,16.0,20.0,15.0,16.0,23.0,22.0,26.0,16,27.0,23,36.0,27.0,30.0,34.0,31.0,26.0,31.0,25,43.0,28.0,41.0,56.0,63.0,49.0,60,47.0,,,,,,19.0,18.0,23.0,27.0,26.0,12.0,20.0,22,16.0
2022_02_01,19.0,19.0,15.0,17.0,17.0,14.0,17.0,25.0,20.0,16.0,18.0,20.0,21.0,18.0,14,27,20.0,15,15,16.0,13.0,21.0,16.0,20,41.0,20.0,19.0,29.0,9.0,16,,,31.0,29.0,28.0,24.0,19,13.0,8,16.0,,,19.0,22,13.0,18.0,15.0,21.0,19.0,16.0,22.0,24.0,28.0,13,27.0,24,42.0,36.0,38.0,35.0,23.0,23.0,33.0,27,56.0,35.0,41.0,75.0,66.0,39.0,40,46.0,,,,,,19.0,20.0,15.0,20.0,22.0,16.0,12.0,21,12.0
2022_02_02,13.0,16.0,14.0,12.0,14.0,10.0,16.0,24.0,18.0,13.0,13.0,22.0,16.0,15.0,14,24,18.0,12,11,16.0,11.0,18.0,17.0,15,46.0,16.0,17.0,20.0,8.0,19,,,37.0,32.0,25.0,31.0,19,12.0,11,15.0,,,15.0,13,9.0,14.0,12.0,15.0,12.0,12.0,18.0,19.0,34.0,14,24.0,19,32.0,24.0,25.0,24.0,26.0,28.333333333333332,25.0,30,44.0,32.0,32.0,34.0,40.0,37.0,26,35.0,,,,,,11.0,13.0,12.0,17.0,16.0,9.0,12.0,18,10.0
2022_02_03,15.0,17.0,16.0,17.0,16.0,15.0,18.0,20.0,19.0,14.0,19.0,28.0,18.0,15.0,13,25,22.0,16,16,16.0,8.0,23.0,15.0,20,38.0,22.0,13.0,21.0,5.0,15,,,37.0,32.0,26.0,26.0,14,12.0,8,17.0,,,13.0,16,9.0,13.0,11.0,16.0,14.0,17.0,17.0,17.0,21.0,12,24.0,15,35.0,27.0,27.0,24.0,17.0,25.0,31.0,37,41.0,25.0,35.0,38.0,23.0,38.0,20,35.0,,,,,,12.0,10.0,18.0,15.0,19.0,11.0,13.0,13,7.0
2022_02_04,20.0,23.0,18.0,18.0,21.0,15.0,19.0,29.0,22.0,20.0,23.0,30.0,23.0,22.0,16,30,27.0,18,18,25.0,23.0,21.0,19.0,22,46.0,24.0,19.0,25.0,8.0,20,,,30.0,24.0,24.0,27.0,9,8.0,7,10.0,,,16.0,21,17.0,23.0,18.0,22.0,19.0,21.0,34.0,22.0,31.0,19,29.0,22,42.0,36.0,37.0,39.0,25.0,23.0,35.0,37,34.0,29.0,38.0,47.0,33.0,34.0,24,29.0,,,,,,13.0,13.0,15.0,20.0,20.0,12.0,11.0,17,
2022_02_05,32.0,32.0,25.0,28.0,26.0,24.0,25.0,34.0,33.0,29.0,36.0,39.0,33.0,33.0,24,39,34.0,27,25,31.0,36.0,30.0,29.0,26,35.0,26.0,35.0,24.0,44.0,25,,,22.0,20.0,18.0,28.0,7,11.0,10,13.0,,,29.0,31,26.0,28.0,29.0,28.0,27.0,30.0,31.0,22.0,34.0,21,27.0,19,20.0,13.0,16.0,17.0,23.0,30.0,33.0,28,25.0,28.0,19.0,22.0,30.0,14.0,19,19.0,,,,,,11.0,12.0,14.0,19.0,18.0,11.0,13.0,14,12.0
2022_02_06,42.0,40.0,31.0,35.0,33.0,32.0,31.0,39.0,39.0,39.0,42.0,42.0,42.0,39.0,33,47,41.0,37,39,38.0,40.0,35.0,37.0,33,37.0,33.0,44.0,29.0,32.0,30,,,31.0,32.0,23.0,54.0,17,24.0,18,19.0,,,37.0,36,36.0,32.0,33.0,31.0,32.0,35.0,29.0,32.0,40.0,20,24.0,16,19.0,16.0,14.0,18.0,26.0,16.0,17.0,17,21.0,15.0,18.0,17.0,16.0,20.0,17,17.0,,,,,,13.0,14.0,15.0,18.0,17.0,14.0,10.0,18,9.0
2022_02_07,54.0,58.0,49.0,50.0,49.0,50.0,50.0,60.0,56.0,55.0,54.0,61.0,59.0,58.0,48,66,49.0,49,49,47.0,49.0,53.0,58.0,51,60.0,49.0,60.0,47.0,51.0,44,,,46.0,54.0,31.0,58.0,42,38.0,26,37.0,,,49.0,45,44.0,41.0,47.0,46.0,41.0,45.0,48.0,49.0,54.0,30,18.0,12,22.0,17.0,15.0,21.0,35.0,16.0,18.0,17,26.0,17.0,16.0,24.0,19.0,23.0,27,27.0,,,,,,13.0,15.0,14.0,18.0,19.0,12.0,12.0,15,11.0
2022_02_08,51.0,58.0,47.0,49.0,43.0,43.0,47.0,63.0,57.0,51.0,55.0,61.0,54.0,51.0,42,56,39.0,48,50,57.0,45.0,60.0,41.0,50,72.0,50.0,38.0,34.0,32.0,61,,,60.0,53.0,28.0,79.0,55,72.0,48,44.0,,,57.0,50,41.0,45.0,44.0,45.0,39.0,42.0,62.0,53.0,63.0,32,17.0,16,21.0,19.0,13.0,18.0,30.0,14.0,20.0,18,27.0,17.0,24.0,21.0,24.0,27.0,26,24.0,,,,,,17.0,13.0,15.0,13.0,16.0,10.0,16.0,16,11.0
2022_02_09,28.0,28.0,22.0,26.0,25.0,23.0,23.0,34.0,31.0,26.0,27.0,34.0,29.0,25.0,20,32,25.0,25,29,30.0,21.0,42.0,28.0,39,76.0,38.0,38.0,53.0,20.0,40,,,57.0,61.0,40.0,80.0,37,29.0,24,49.0,,,34.0,27,17.0,24.0,24.0,27.0,32.0,28.0,45.0,47.0,51.0,22,21.0,17,33.0,27.0,25.0,27.0,42.0,20.0,21.0,17,35.0,21.0,31.0,28.0,28.0,29.0,30,28.0,,,,,,18.0,14.0,15.0,19.0,18.0,11.0,14.0,20,9.0
2022_02_10,21.0,24.0,21.0,21.0,23.0,18.0,22.0,30.0,26.0,20.0,28.0,40.0,24.0,24.0,20,28,23.0,21,21,20.0,15.0,30.0,17.0,30,59.0,31.0,25.0,38.0,15.0,23,,,46.0,53.0,49.0,54.0,27,35.0,17,36.0,,,24.0,18,14.0,20.0,16.0,19.0,15.0,18.0,29.0,40.0,42.0,18,20.0,18,37.0,29.0,27.0,29.0,39.0,22.0,22.0,20,46.0,23.0,32.0,39.0,23.0,33.0,39,35.0,,,,,,17.0,16.0,18.0,23.0,25.0,15.0,18.0,28,12.0
2022_02_11,22.0,21.0,21.0,22.0,22.0,19.0,21.0,32.0,23.0,21.0,23.0,32.0,21.0,18.0,17,26,21.0,22,22,23.0,16.0,33.0,22.0,29,46.0,26.0,30.0,37.0,15.0,25,,,55.0,46.0,53.0,96.0,46,30.0,33,49.0,,,22.0,25,20.0,28.0,21.0,21.0,22.0,17.0,30.0,41.0,43.0,17,28.0,22,47.0,41.0,37.0,39.0,35.0,27.0,24.0,26,55.0,26.0,42.0,45.0,29.0,36.0,38,45.0,,,,,,16.0,14.0,19.0,22.0,25.0,14.0,24.0,25,12.0
2022_02_12,33.0,29.0,24.0,27.0,31.0,26.0,24.0,38.0,33.0,33.0,35.0,44.0,30.0,27.0,23,34,24.0,31,29,31.0,31.0,34.0,28.0,27,48.0,32.0,30.0,18.0,19.0,23,,,49.0,45.0,40.0,45.0,32,19.0,18,28.0,,,23.0,18,11.0,17.0,14.0,27.0,17.0,24.0,34.0,39.0,45.0,12,30.0,25,44.0,31.0,37.0,35.0,19.0,35.0,29.0,31,61.0,40.0,41.0,29.0,36.0,40.0,26,35.0,,,,,,13.0,13.0,20.0,21.0,22.0,13.0,23.0,23,12.0
2022_02_13,26.0,26.0,26.0,26.0,24.0,25.0,25.0,30.0,29.0,27.0,32.0,45.0,24.0,14.0,14,26,22.0,33,29,27.0,13.0,31.0,29.0,31,54.0,26.0,23.0,25.0,14.0,26,,,53.0,45.0,40.0,56.0,41,23.0,20,37.0,,,25.0,22,14.0,19.0,14.0,17.0,21.0,20.0,34.0,38.0,43.0,13,31.0,30,38.0,34.0,34.0,34.0,29.0,31.0,36.0,35,67.0,37.0,40.0,36.0,41.0,41.0,31,36.0,,,,,,16.0,13.0,15.0,16.0,19.0,11.0,20.0,18,10.0
2022_02_14,20.0,23.0,19.0,18.0,19.0,15.0,21.0,28.0,23.0,19.0,23.0,31.0,22.0,15.0,16,27,23.0,18,19,19.0,10.0,24.0,13.0,20,48.0,25.0,19.0,30.0,9.0,17,,,33.0,36.0,32.0,36.0,16,11.0,11,24.0,,,21.0,19,15.0,21.0,17.0,18.0,21.0,21.0,23.0,23.0,29.0,14,37.0,32,75.0,53.0,59.0,60.0,26.0,35.0,33.0,39,51.0,36.0,81.0,46.0,36.0,45.0,29,39.0,,,,,,10.0,8.0,8.0,10.0,13.0,11.0,16.0,9,7.0
2022_02_15,29.0,28.0,21.0,23.0,23.0,21.0,23.0,25.0,30.0,30.0,26.0,38.0,29.0,26.0,20,34,27.0,25,23,23.0,25.0,26.0,22.0,26,46.0,27.0,22.0,25.0,14.0,27,,,31.0,31.0,18.0,29.0,16,14.0,15,14.0,,,21.0,26,20.0,24.0,22.0,28.0,26.0,24.0,26.0,23.0,30.0,13,39.0,32,55.0,50.0,48.0,43.0,23.0,38.0,36.0,36,43.0,42.0,43.0,36.0,39.0,29.0,27,31.0,,,,,,9.0,8.0,10.0,12.0,12.0,8.0,12.0,13,6.0
